user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
550887748,1233644093000994816,2020-02-29T06:44:06Z,addin_MF,"@manayaqa @kumparan Orang kayak mbaknya ini paling 1:1.000.000 di Indonesia.
Disaat orang2 berpikir ""ayolah pemerintah jgn nutup2in, jujur, ayo pemerintah lebih serius, ayo pemerintah waspada, ayo pemerintah langkah preventifnya"".
lah dia malah mikir ""kenapa sih pengen banget kena Corona?"" 🙆🏻‍♂️🙅🏻‍♂️🤦🏻‍♂️",Twitter for Android,286,1233550094299025410,314384452,manayaqa,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,314384452|759692754985242625,manayaqa|kumparan,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/addin_MF/status/1233644093000994816,Addin Mashun Farhani,indonesia,"#TRUEBLUE #CFC #CISC #KTBFFH | Teknik Kimia",,FALSE,433,249,1,6748,248,2012-04-11T10:48:37Z,FALSE,,,,https://pbs.twimg.com/profile_banners/550887748/1579269526,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1209367443476373506/FbamtvGf_normal.jpg
107133192,1233643452522319873,2020-02-29T06:41:33Z,goodchodz,BERHARAP INDONESIA TERBUKA TENTANG VIRUS CORONA??? LAH BOS MENKES KITA DARI MILITER 😓😢😥,Twitter for Android,87,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/31569f33fbe4e733.json,Lowokwaru,"Lowokwaru, Indonesia",city,Indonesia,ID,|,|,112.578062|112.643339|112.643339|112.578062|-7.965894|-7.965894|-7.920736|-7.920736,https://twitter.com/goodchodz/status/1233643452522319873,Abdul Kodir Addakhil,Surabaya & Malang,Idea Harmonia Progressia,,FALSE,1200,1815,4,41809,2197,2010-01-21T17:00:10Z,FALSE,,,,https://pbs.twimg.com/profile_banners/107133192/1366077190,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1205667200180215809/9oQDWLlY_normal.jpg
1114499151318769664,1233642872819240961,2020-02-29T06:39:15Z,RianRD3,@fahiraidris Bukan hal yg berlebihan kalau pemerintah Arab Saudi stop sementara Umroh karena mereka tdk percaya dgn cerita bahwa Indonesia bebas virus corona..,Twitter for Android,146,1233602504220262403,68304724,fahiraidris,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,68304724,fahiraidris,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/RianRD3/status/1233642872819240961,Rian.RD,"","👉 Berusaha untuk suarakan KEBENARAN, Mengkritisi bukan berarti Menghina, tapi Mengkoreksi untuk Kebenaran.",,FALSE,2610,2516,0,8612,2818,2019-04-06T12:04:38Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1114499151318769664/1558306167,,http://pbs.twimg.com/profile_images/1233505699608563712/1pUBWJQH_normal.jpg
1114499151318769664,1233516553984933890,2020-02-28T22:17:18Z,RianRD3,"@YanHarahap @SetiadiYudizaza Allah SWT tunjukkan kebenaran nya, dgn stop terima visa Umroh Indonesia, mengkonfirmasi bahwa pemerintah Arab Saudi tdk percaya bahwa Indonesia bebas virus Corona, Katakan bahwa virus corona tdk ada di Indonesia yg ada virus Coro-Bong.",Twitter for Android,235,1233314913075916800,61465123,YanHarahap,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,61465123|1117859008042246145,YanHarahap|SetiadiYudizaza,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/RianRD3/status/1233516553984933890,Rian.RD,"","👉 Berusaha untuk suarakan KEBENARAN, Mengkritisi bukan berarti Menghina, tapi Mengkoreksi untuk Kebenaran.",,FALSE,2610,2516,0,8612,2818,2019-04-06T12:04:38Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1114499151318769664/1558306167,,http://pbs.twimg.com/profile_images/1233505699608563712/1pUBWJQH_normal.jpg
72179074,1232937740142043136,2020-02-27T07:57:18Z,gloriamadona,"Kata opung LBP, corona sudah mereda......jd kita harus percaya itu, secara blio itu menteri segala urusan loh. https://t.co/jMpMIrA2rg",Twitter for iPhone,110,,,,TRUE,FALSE,1,0,,,,,twitter.com/kompascom/stat…,https://t.co/jMpMIrA2rg,https://twitter.com/kompascom/status/1232928736321789952,,,,,,,,,,,in,1232928736321789952,Para diplomat Amerika Serikat telah menyatakan kekhawatirannya kepada pejabat tinggi Pemerintah Indonesia atas penanganan wabah virus corona https://t.co/YMlhZm530c,2020-02-27T07:21:32Z,dlvr.it,1441,861,23343960,kompascom,Kompas.com,7518457,23,1467145,Indonesia,"Ketika Perbincangan Dimulai | social@kompas.com | #JernihMelihatDunia",TRUE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/gloriamadona/status/1232937740142043136,Gloria Hermawan,Jakarta....City never sleep,"Twit randomly —— Sometimes nyinyir, jutek, sarkas....but most of all i'm Lovable n likable, coz I'm goonerette n milanisti ^_^",,FALSE,1824,337,8,51995,5847,2009-09-07T02:07:09Z,FALSE,,,,https://pbs.twimg.com/profile_banners/72179074/1580966429,http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/1191396193957380096/qX4CHecj_normal.jpg
72179074,1233642367187423232,2020-02-29T06:37:14Z,gloriamadona,@fahiraidris Pantesan negara lain ga percaya negara ini utk penanganan masalah corona,Twitter for iPhone,72,1233602504220262403,68304724,fahiraidris,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,68304724,fahiraidris,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/gloriamadona/status/1233642367187423232,Gloria Hermawan,Jakarta....City never sleep,"Twit randomly —— Sometimes nyinyir, jutek, sarkas....but most of all i'm Lovable n likable, coz I'm goonerette n milanisti ^_^",,FALSE,1824,337,8,51995,5847,2009-09-07T02:07:09Z,FALSE,,,,https://pbs.twimg.com/profile_banners/72179074/1580966429,http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/1191396193957380096/qX4CHecj_normal.jpg
1162719612959485952,1233642177584082949,2020-02-29T06:36:29Z,veroantikomunis,"@AdamPrabata @anjarisme @KemenkesRI @WartaKota tinggal di liat gejala2nya kan pasti ketauan bkn malah bilang pneumonia  trs  rahasia trs flu babi 
tambah buat publik gak percaya
klu suspect ya di laporkan ke WHO tidak ditutup2i apalagi ampe bilang 
 bilang indonesia bebas corona",Twitter Web App,232,1233640428924071936,378057814,AdamPrabata,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,378057814|125232877|161236190|70139265,AdamPrabata|anjarisme|KemenkesRI|WartaKota,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/veroantikomunis/status/1233642177584082949,vero,"","",,FALSE,25,25,0,1521,36,2019-08-17T13:35:41Z,FALSE,,,,,,http://pbs.twimg.com/profile_images/1173592542484451331/u4gp1_yE_normal.jpg
1717654968,1233641682630934529,2020-02-29T06:34:31Z,JOA_OZX,"Pak @jokowi saya tidak percaya Indonesia belum kena virus SARS-CoV-2, mohon lebih teliti dan dengarkan himbauan dari @WHO. Keamanan 270 juta penduduk Indonesia menjadi tanggung jawab Bapak. #COVID19Indonesia #CoronaVirus",Twitter Web App,220,,,,FALSE,FALSE,1,0,,,COVID19Indonesia|CoronaVirus,,,,,,,,,,,,,366987179|14499829,jokowi|WHO,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/JOA_OZX/status/1233641682630934529,J O A,Isekai'd :(,The arrogance of man is believing that memes are in our control and not the other way around.,,FALSE,66,458,2,3703,4539,2013-09-01T04:26:25Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1717654968/1572245699,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1188149036856954881/sbFwRo6s_normal.jpg
249482126,1233641438090448897,2020-02-29T06:33:33Z,pkskabtng,"Kematian Pasien Terduga Virus Corona di Semarang, Bukhori: Pemerintah Harus Transparan! https://t.co/voKI59Ppbu https://t.co/MKLFGeEvio",dlvr.it,111,,,,FALSE,FALSE,0,0,,,,,dlvr.it/RQyjcw,https://t.co/voKI59Ppbu,http://dlvr.it/RQyjcw,http://pbs.twimg.com/media/ER7GWaqVAAArn2a.jpg,https://t.co/MKLFGeEvio,https://twitter.com/pkskabtng/status/1233641438090448897/photo/1,photo,http://pbs.twimg.com/media/ER7GWaqVAAArn2a.jpg,https://t.co/MKLFGeEvio,https://twitter.com/pkskabtng/status/1233641438090448897/photo/1,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/pkskabtng/status/1233641438090448897,PKS Kab. Tangerang,Komplek Pemda Tigaraksa,"Akun resmi Dewan Pengurus Daerah (DPD) Partai Keadilan Sejahtera (PKS) Kabupaten Tangerang, Banten
Follow juga Official Akun FPKS : @fpkskabtng",https://t.co/trhdEip2Br,FALSE,7601,2149,6,7897,150,2011-02-09T03:58:34Z,FALSE,https://t.co/trhdEip2Br,http://kabtangerang.pks.id/,,https://pbs.twimg.com/profile_banners/249482126/1568737006,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/974883918137630722/fiV8ILvl_normal.jpg
132062416,1233641398798176257,2020-02-29T06:33:24Z,yohanesrobby_,"@yami_bakuraa @HavierEP @kumparan Jujur gw khawatir bgt malah, knp? Penanganan corona di bali kyk gt. Ditambah negara ini lg menstimulus pariwisata dengan bayar milyaran ke influencer dan promo pesawat. Disaat negara lainnya khawatir, bahkan arab sampai menutup umroh demi keamanan negara, disini malah welcome",Twitter for Android,276,1233640075113594880,1224917111274795008,yami_bakuraa,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,1224917111274795008|910069182909186049|759692754985242625,yami_bakuraa|HavierEP|kumparan,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/yohanesrobby_/status/1233641398798176257,kowalski,"Kota Yogyakarta, Yogyakarta",Meh ┐( ˘_˘)┌,https://t.co/bCgI05Nt0u,FALSE,299,764,1,26903,4423,2010-04-12T05:08:30Z,FALSE,https://t.co/bCgI05Nt0u,https://telegram.me/yohanes_robby,,https://pbs.twimg.com/profile_banners/132062416/1568725783,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1132750624116731905/tQKjkAX6_normal.jpg
